sampleID	bioSampleID	dataset	target_gene	marker	molecule	accessions
DNA_338	Geob18549-2-1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_339	Geob18549-2-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_341	Geob18551-1-1	deep_sea	18S rRNA	V9	DNA	ERR7223694
DNA_342	Geob18551-1-1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_343	Geob18551-1-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_344	Geob18551-1-2	deep_sea	18S rRNA	V9	DNA	ERR7223696
DNA_345	Geob18557-1-1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_346	Geob18557-1-1	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_347	Geob18557-1-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_348	Geob18557-1-2	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_349	M79_1/1/519	deep_sea	18S rRNA	V9	DNA	ERR7223698;ERR7223920
DNA_351	M79_1/2/550	deep_sea	18S rRNA	V9	DNA	ERR7223700;ERR7223921
DNA_353	M79_1/4/598	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_354	M79_1/4/599	deep_sea	18S rRNA	V9	DNA	ERR7223702;ERR7223922
DNA_355	M79_1/4/600	deep_sea	18S rRNA	V9	DNA	ERR7223704
DNA_357	M79_1/1/518	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_359	M79_1/2/552	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_360	M79_1/2/553	deep_sea	18S rRNA	V9	DNA	no_pcr_products
DNA_363	M79_1/4/603	deep_sea	18S rRNA	V9	DNA	ERR7223706
RNA_1	UK1-U1-MC01-C7	deep_sea	18S rRNA	V9	RNA	ERR7223143
RNA_2	UK1-U1-MC01-C7	deep_sea	18S rRNA	V9	RNA	ERR7223145
RNA_3	UK1-U1-MC01-C7	deep_sea	18S rRNA	V9	RNA	ERR7223147
RNA_4	UK1-U1-MC01-C8	deep_sea	18S rRNA	V9	RNA	ERR7223149
RNA_5	UK1-U1-MC01-C8	deep_sea	18S rRNA	V9	RNA	ERR7223151
RNA_6	UK1-U1-MC01-C8	deep_sea	18S rRNA	V9	RNA	ERR7223153
RNA_7	UK1-U2-MC02-C3	deep_sea	18S rRNA	V9	RNA	ERR7223155
RNA_8	UK1-U2-MC02-C3	deep_sea	18S rRNA	V9	RNA	ERR7223157
RNA_9	UK1-U2-MC02-C3	deep_sea	18S rRNA	V9	RNA	ERR7223159
RNA_10	UK1-U2-MC02-C6	deep_sea	18S rRNA	V9	RNA	ERR7223161
RNA_11	UK1-U2-MC02-C6	deep_sea	18S rRNA	V9	RNA	ERR7223163
RNA_12	UK1-U2-MC02-C6	deep_sea	18S rRNA	V9	RNA	ERR7223165
RNA_13	UK1-U3-MC03-C2	deep_sea	18S rRNA	V9	RNA	ERR7223167
RNA_14	UK1-U3-MC03-C2	deep_sea	18S rRNA	V9	RNA	ERR7223169
RNA_15	UK1-U3-MC03-C2	deep_sea	18S rRNA	V9	RNA	ERR7223171;ERR7223716
RNA_16	UK1-U3-MC03-C9	deep_sea	18S rRNA	V9	RNA	ERR7223173;ERR7223717
RNA_17	UK1-U3-MC03-C9	deep_sea	18S rRNA	V9	RNA	ERR7223175;ERR7223718
RNA_18	UK1-U3-MC03-C9	deep_sea	18S rRNA	V9	RNA	ERR7223177
RNA_19	UK1-U5-MC04-C4	deep_sea	18S rRNA	V9	RNA	ERR7223179
RNA_20	UK1-U5-MC04-C4	deep_sea	18S rRNA	V9	RNA	ERR7223181
RNA_21	UK1-U5-MC04-C4	deep_sea	18S rRNA	V9	RNA	ERR7223183
RNA_22	UK1-U5-MC04-C8	deep_sea	18S rRNA	V9	RNA	ERR7223185
RNA_23	UK1-U5-MC04-C8	deep_sea	18S rRNA	V9	RNA	ERR7223187
RNA_24	UK1-U5-MC04-C8	deep_sea	18S rRNA	V9	RNA	ERR7223189
RNA_25	UK1-U4-MC05-C1	deep_sea	18S rRNA	V9	RNA	ERR7223191
RNA_26	UK1-U4-MC05-C1	deep_sea	18S rRNA	V9	RNA	ERR7223193;ERR7223727
RNA_27	UK1-U4-MC05-C1	deep_sea	18S rRNA	V9	RNA	ERR7223195
RNA_28	UK1-U4-MC05-C9	deep_sea	18S rRNA	V9	RNA	ERR7223197
RNA_29	UK1-U4-MC05-C9	deep_sea	18S rRNA	V9	RNA	ERR7223199
RNA_30	UK1-U4-MC05-C9	deep_sea	18S rRNA	V9	RNA	ERR7223201
RNA_31	UK1-U6-MC06-C6	deep_sea	18S rRNA	V9	RNA	ERR7223203
RNA_32	UK1-U6-MC06-C6	deep_sea	18S rRNA	V9	RNA	ERR7223205
RNA_33	UK1-U6-MC06-C6	deep_sea	18S rRNA	V9	RNA	ERR7223207
RNA_34	UK1-U6-MC06-C11	deep_sea	18S rRNA	V9	RNA	ERR7223209;ERR7223735
RNA_35	UK1-U6-MC06-C11	deep_sea	18S rRNA	V9	RNA	ERR7223211
RNA_36	UK1-U6-MC06-C11	deep_sea	18S rRNA	V9	RNA	ERR7223213
RNA_37	OMS1-S1-MC07-C4	deep_sea	18S rRNA	V9	RNA	ERR7223215
RNA_38	OMS1-S1-MC07-C4	deep_sea	18S rRNA	V9	RNA	ERR7223217
RNA_39	OMS1-S1-MC07-C4	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_40	OMS1-S1-MC07-C8	deep_sea	18S rRNA	V9	RNA	ERR7223219
RNA_41	OMS1-S1-MC07-C8	deep_sea	18S rRNA	V9	RNA	ERR7223221
RNA_43	OMS1-S3-MC08-C8	deep_sea	18S rRNA	V9	RNA	ERR7223223
RNA_44	OMS1-S3-MC08-C8	deep_sea	18S rRNA	V9	RNA	ERR7223225
RNA_45	OMS1-S3-MC08-C8	deep_sea	18S rRNA	V9	RNA	ERR7223227
RNA_46	OMS1-S3-MC08-C11	deep_sea	18S rRNA	V9	RNA	ERR7223229
RNA_47	OMS1-S3-MC08-C11	deep_sea	18S rRNA	V9	RNA	ERR7223231
RNA_48	OMS1-S3-MC08-C11	deep_sea	18S rRNA	V9	RNA	ERR7223233
RNA_49	OMS1-S4-MC09-C6	deep_sea	18S rRNA	V9	RNA	ERR7223235
RNA_50	OMS1-S4-MC09-C6	deep_sea	18S rRNA	V9	RNA	ERR7223237
RNA_51	OMS1-S4-MC09-C6	deep_sea	18S rRNA	V9	RNA	ERR7223239
RNA_52	OMS1-S4-MC09-C10	deep_sea	18S rRNA	V9	RNA	ERR7223241
RNA_53	OMS1-S4-MC09-C10	deep_sea	18S rRNA	V9	RNA	ERR7223243
RNA_54	OMS1-S4-MC09-C10	deep_sea	18S rRNA	V9	RNA	ERR7223245
RNA_55	OMS1-S2-MC10-C5	deep_sea	18S rRNA	V9	RNA	ERR7223247
RNA_56	OMS1-S2-MC10-C5	deep_sea	18S rRNA	V9	RNA	ERR7223249
RNA_57	OMS1-S2-MC10-C5	deep_sea	18S rRNA	V9	RNA	ERR7223251
RNA_58	OMS1-S2-MC10-C6	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_59	OMS1-S2-MC10-C6	deep_sea	18S rRNA	V9	RNA	ERR7223253
RNA_60	OMS1-S2-MC10-C6	deep_sea	18S rRNA	V9	RNA	ERR7223255
RNA_61	OMS1-S5-MC11-C2	deep_sea	18S rRNA	V9	RNA	ERR7223257
RNA_62	OMS1-S5-MC11-C2	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_63	OMS1-S5-MC11-C2	deep_sea	18S rRNA	V9	RNA	ERR7223259
RNA_64	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	RNA	ERR7223261
RNA_65	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	RNA	ERR7223263
RNA_66	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	RNA	ERR7223265
RNA_67	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	RNA	ERR7223267
RNA_68	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_69	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	RNA	ERR7223269
RNA_70	OMS1-S6-MC12-C6	deep_sea	18S rRNA	V9	RNA	ERR7223271
RNA_71	OMS1-S6-MC12-C6	deep_sea	18S rRNA	V9	RNA	ERR7223273
RNA_73	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	RNA	ERR7223275
RNA_74	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	RNA	ERR7223277
RNA_75	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	RNA	ERR7223279
RNA_76	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	RNA	ERR7223281
RNA_77	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	RNA	ERR7223283
RNA_78	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	RNA	ERR7223285
RNA_82	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	RNA	ERR7223287
RNA_83	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	RNA	ERR7223289
RNA_84	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	RNA	ERR7223291
RNA_85	UK1-U10-MC15-C10	deep_sea	18S rRNA	V9	RNA	ERR7223293
RNA_86	UK1-U10-MC15-C10	deep_sea	18S rRNA	V9	RNA	ERR7223295;ERR7223764
RNA_94	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	RNA	ERR7223297
RNA_95	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_96	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_97	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	RNA	ERR7223299
RNA_98	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	RNA	ERR7223301
RNA_99	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	RNA	ERR7223303
RNA_100	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	RNA	ERR7223305
RNA_101	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	RNA	ERR7223307
RNA_102	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	RNA	ERR7223309
RNA_103	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	RNA	ERR7223311
RNA_104	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	RNA	ERR7223313
RNA_105	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	RNA	ERR7223315
RNA_106	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	RNA	ERR7223317
RNA_107	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_108	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	RNA	ERR7223319
RNA_109	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	RNA	ERR7223321
RNA_110	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	RNA	ERR7223323
RNA_111	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	RNA	ERR7223325
RNA_115	OMS1-S7-MC20-C6	deep_sea	18S rRNA	V9	RNA	ERR7223327
RNA_116	OMS1-S7-MC20-C6	deep_sea	18S rRNA	V9	RNA	ERR7223329
RNA_117	OMS1-S7-MC20-C6	deep_sea	18S rRNA	V9	RNA	ERR7223331
RNA_119	OMS1-S10-MC21-C2	deep_sea	18S rRNA	V9	RNA	ERR7223333
RNA_120	OMS1-S10-MC21-C2	deep_sea	18S rRNA	V9	RNA	ERR7223335
RNA_121	OMS1-S10-MC21-C5	deep_sea	18S rRNA	V9	RNA	ERR7223337
RNA_122	OMS1-S10-MC21-C5	deep_sea	18S rRNA	V9	RNA	ERR7223339
RNA_123	OMS1-S10-MC21-C5	deep_sea	18S rRNA	V9	RNA	ERR7223341
RNA_124	OMS1-S8-MC22-C6	deep_sea	18S rRNA	V9	RNA	ERR7223343
RNA_125	OMS1-S8-MC22-C6	deep_sea	18S rRNA	V9	RNA	ERR7223345
RNA_126	OMS1-S8-MC22-C6	deep_sea	18S rRNA	V9	RNA	ERR7223347
RNA_127	OMS1-S8-MC22-C11	deep_sea	18S rRNA	V9	RNA	ERR7223349
RNA_128	OMS1-S8-MC22-C11	deep_sea	18S rRNA	V9	RNA	ERR7223351
RNA_129	OMS1-S8-MC22-C11	deep_sea	18S rRNA	V9	RNA	ERR7223353;ERR7223777
RNA_130	OMS1-S11-MC23-C8	deep_sea	18S rRNA	V9	RNA	ERR7223355
RNA_131	OMS1-S11-MC23-C8	deep_sea	18S rRNA	V9	RNA	ERR7223357
RNA_132	OMS1-S11-MC23-C8	deep_sea	18S rRNA	V9	RNA	ERR7223359
RNA_133	OMS1-S11-MC23-C10	deep_sea	18S rRNA	V9	RNA	ERR7223361
RNA_134	OMS1-S11-MC23-C10	deep_sea	18S rRNA	V9	RNA	ERR7223363
RNA_135	OMS1-S11-MC23-C10	deep_sea	18S rRNA	V9	RNA	ERR7223365
RNA_136	OMS1-S12-MC24-C6	deep_sea	18S rRNA	V9	RNA	ERR7223367
RNA_137	OMS1-S12-MC24-C6	deep_sea	18S rRNA	V9	RNA	ERR7223369
RNA_138	OMS1-S12-MC24-C6	deep_sea	18S rRNA	V9	RNA	ERR7223371
RNA_139	OMS1-S12-MC24-C12	deep_sea	18S rRNA	V9	RNA	ERR7223373
RNA_140	OMS1-S12-MC24-C12	deep_sea	18S rRNA	V9	RNA	ERR7223375
RNA_141	OMS1-S12-MC24-C12	deep_sea	18S rRNA	V9	RNA	ERR7223377
RNA_142	UK1-U15-MC25-C10	deep_sea	18S rRNA	V9	RNA	ERR7223379
RNA_143	UK1-U15-MC25-C10	deep_sea	18S rRNA	V9	RNA	ERR7223381;ERR7223787
RNA_144	UK1-U15-MC25-C10	deep_sea	18S rRNA	V9	RNA	ERR7223383;ERR7223789
RNA_145	UK1-U15-MC25-C11	deep_sea	18S rRNA	V9	RNA	ERR7223385
RNA_146	UK1-U15-MC25-C11	deep_sea	18S rRNA	V9	RNA	ERR7223387
RNA_147	UK1-U15-MC25-C11	deep_sea	18S rRNA	V9	RNA	ERR7223389
RNA_148	SO237_03-3	deep_sea	18S rRNA	V9	RNA	ERR7223391;ERR7223792
RNA_149	SO237_03-3	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_150	SO237_03-3	deep_sea	18S rRNA	V9	RNA	ERR7223793
RNA_151	SO237_03-4	deep_sea	18S rRNA	V9	RNA	ERR7223397;ERR7223795
RNA_152	SO237_03-4	deep_sea	18S rRNA	V9	RNA	ERR7223399
RNA_153	SO237_03-4	deep_sea	18S rRNA	V9	RNA	ERR7223401;ERR7223796
RNA_154	SO237_03-5	deep_sea	18S rRNA	V9	RNA	ERR7223403;ERR7223797
RNA_155	SO237_03-5	deep_sea	18S rRNA	V9	RNA	ERR7223405;ERR7223798
RNA_157	SO237_04-3	deep_sea	18S rRNA	V9	RNA	ERR7223799
RNA_158	SO237_04-3	deep_sea	18S rRNA	V9	RNA	ERR7223409;ERR7223800
RNA_159	SO237_04-3	deep_sea	18S rRNA	V9	RNA	ERR7223411;ERR7223801
RNA_160	SO237_04-4	deep_sea	18S rRNA	V9	RNA	ERR7223413;ERR7223802
RNA_161	SO237_04-4	deep_sea	18S rRNA	V9	RNA	ERR7223415;ERR7223803
RNA_162	SO237_04-4	deep_sea	18S rRNA	V9	RNA	ERR7223417;ERR7223804
RNA_163	SO237_04-5	deep_sea	18S rRNA	V9	RNA	ERR7223419;ERR7223805
RNA_164	SO237_04-5	deep_sea	18S rRNA	V9	RNA	ERR7223807
RNA_165	SO237_04-5	deep_sea	18S rRNA	V9	RNA	ERR7223423;ERR7223808
RNA_183	SO237_08-2	deep_sea	18S rRNA	V9	RNA	ERR7223425;ERR7223809
RNA_184	SO237_08-2	deep_sea	18S rRNA	V9	RNA	ERR7223427;ERR7223810
RNA_185	SO237_09-3	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_186	SO237_09-3	deep_sea	18S rRNA	V9	RNA	ERR7223431
RNA_187	SO237_09-3	deep_sea	18S rRNA	V9	RNA	ERR7223433
RNA_188	SO237_09-4	deep_sea	18S rRNA	V9	RNA	ERR7223435
RNA_189	SO237_09-4	deep_sea	18S rRNA	V9	RNA	ERR7223437
RNA_190	SO237_09-4	deep_sea	18S rRNA	V9	RNA	ERR7223439;ERR7223812
RNA_192	SO237_11-5	deep_sea	18S rRNA	V9	RNA	ERR7223441
RNA_193	SO237_11-6	deep_sea	18S rRNA	V9	RNA	ERR7223443;ERR7223813
RNA_196	SO237_11-7	deep_sea	18S rRNA	V9	RNA	ERR7223445
RNA_197	SO237_11-7	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_200	SO223-1-6	deep_sea	18S rRNA	V9	RNA	ERR7223449;ERR7223815
RNA_201	SO223-1-7	deep_sea	18S rRNA	V9	RNA	ERR7223451
RNA_202	SO223-1-8	deep_sea	18S rRNA	V9	RNA	ERR7223453;ERR7223818
RNA_203	SO223-2-6	deep_sea	18S rRNA	V9	RNA	ERR7223455
RNA_204	SO223-2-7	deep_sea	18S rRNA	V9	RNA	ERR7223457;ERR7223819
RNA_205	SO223-2-8	deep_sea	18S rRNA	V9	RNA	ERR7223459
RNA_206	SO223-3-6	deep_sea	18S rRNA	V9	RNA	ERR7223461
RNA_207	SO223-3-7	deep_sea	18S rRNA	V9	RNA	ERR7223463
RNA_208	SO223-3-8	deep_sea	18S rRNA	V9	RNA	ERR7223465;ERR7223822
RNA_209	SO223-4-6	deep_sea	18S rRNA	V9	RNA	ERR7223467;ERR7223824
RNA_210	SO223-4-7	deep_sea	18S rRNA	V9	RNA	ERR7223469;ERR7223826
RNA_211	SO223-4-8	deep_sea	18S rRNA	V9	RNA	ERR7223471;ERR7223828
RNA_212	SO223-5-6	deep_sea	18S rRNA	V9	RNA	ERR7223473;ERR7223830
RNA_213	SO223-5-7	deep_sea	18S rRNA	V9	RNA	ERR7223475;ERR7223832
RNA_214	SO223-5-8	deep_sea	18S rRNA	V9	RNA	ERR7223477;ERR7223833
RNA_215	SO223-6-6	deep_sea	18S rRNA	V9	RNA	ERR7223479;ERR7223834
RNA_216	SO223-6-7	deep_sea	18S rRNA	V9	RNA	ERR7223481;ERR7223835
RNA_217	SO223-6-8	deep_sea	18S rRNA	V9	RNA	ERR7223483;ERR7223836
RNA_218	SO223-7-6	deep_sea	18S rRNA	V9	RNA	ERR7223485
RNA_219	SO223-7-7	deep_sea	18S rRNA	V9	RNA	ERR7223487;ERR7223839
RNA_220	SO223-7-8	deep_sea	18S rRNA	V9	RNA	ERR7223489;ERR7223841
RNA_221	SO223-8-6	deep_sea	18S rRNA	V9	RNA	ERR7223491;ERR7223843
RNA_222	SO223-8-7	deep_sea	18S rRNA	V9	RNA	ERR7223493;ERR7223845
RNA_223	SO223-8-8	deep_sea	18S rRNA	V9	RNA	ERR7223495;ERR7223847
RNA_224	SO223-9-6	deep_sea	18S rRNA	V9	RNA	ERR7223497;ERR7223849
RNA_225	SO223-9-7	deep_sea	18S rRNA	V9	RNA	ERR7223499;ERR7223851
RNA_226	SO223-9-8	deep_sea	18S rRNA	V9	RNA	ERR7223501;ERR7223852
RNA_227	SO223-10-6	deep_sea	18S rRNA	V9	RNA	ERR7223503;ERR7223854
RNA_228	SO223-10-7	deep_sea	18S rRNA	V9	RNA	ERR7223505;ERR7223856
RNA_229	SO223-10-8	deep_sea	18S rRNA	V9	RNA	ERR7223507;ERR7223858
RNA_230	SO223-11-6	deep_sea	18S rRNA	V9	RNA	ERR7223509;ERR7223860
RNA_231	SO223-11-7	deep_sea	18S rRNA	V9	RNA	ERR7223511;ERR7223862
RNA_232	SO223-11-8	deep_sea	18S rRNA	V9	RNA	ERR7223513;ERR7223864
RNA_233	86-26-core1	deep_sea	18S rRNA	V9	RNA	ERR7223866
RNA_234	86-26-core1	deep_sea	18S rRNA	V9	RNA	ERR7223517;ERR7223868
RNA_235	86-26-core2	deep_sea	18S rRNA	V9	RNA	ERR7223519;ERR7223870
RNA_236	86-26-core2	deep_sea	18S rRNA	V9	RNA	ERR7223521
RNA_237	86-29-core1	deep_sea	18S rRNA	V9	RNA	ERR7223523
RNA_238	86-29-core1	deep_sea	18S rRNA	V9	RNA	ERR7223525
RNA_244	86-30-core2	deep_sea	18S rRNA	V9	RNA	ERR7223527
RNA_245	141-10-core1	deep_sea	18S rRNA	V9	RNA	ERR7223529;ERR7223874
RNA_246	141-10-core1	deep_sea	18S rRNA	V9	RNA	ERR7223531
RNA_247	141-10-core1	deep_sea	18S rRNA	V9	RNA	ERR7223533;ERR7223875
RNA_248	141-10-core2	deep_sea	18S rRNA	V9	RNA	ERR7223535
RNA_249	141-10-core2	deep_sea	18S rRNA	V9	RNA	ERR7223537;ERR7223876
RNA_250	141-10-core2	deep_sea	18S rRNA	V9	RNA	ERR7223539;ERR7223877
RNA_251	141-11-core1	deep_sea	18S rRNA	V9	RNA	ERR7223541;ERR7223878
RNA_252	141-11-core1	deep_sea	18S rRNA	V9	RNA	ERR7223543;ERR7223879
RNA_253	141-11-core1	deep_sea	18S rRNA	V9	RNA	ERR7223880
RNA_254	141-11-core2	deep_sea	18S rRNA	V9	RNA	ERR7223547
RNA_255	141-11-core2	deep_sea	18S rRNA	V9	RNA	ERR7223549
RNA_256	141-11-core2	deep_sea	18S rRNA	V9	RNA	ERR7223551;ERR7223882
RNA_257	175-5-core1	deep_sea	18S rRNA	V9	RNA	ERR7223553;ERR7223884
RNA_258	175-5-core1	deep_sea	18S rRNA	V9	RNA	ERR7223555
RNA_259	175-5-core1	deep_sea	18S rRNA	V9	RNA	ERR7223557;ERR7223887
RNA_260	175-5-core2	deep_sea	18S rRNA	V9	RNA	ERR7223559;ERR7223888
RNA_261	175-5-core2	deep_sea	18S rRNA	V9	RNA	ERR7223561;ERR7223890
RNA_262	175-5-core2	deep_sea	18S rRNA	V9	RNA	ERR7223563;ERR7223891
RNA_263	175-6-core1	deep_sea	18S rRNA	V9	RNA	ERR7223565
RNA_264	175-6-core1	deep_sea	18S rRNA	V9	RNA	ERR7223567;ERR7223892
RNA_265	175-6-core1	deep_sea	18S rRNA	V9	RNA	ERR7223569;ERR7223893
RNA_266	175-6-core2	deep_sea	18S rRNA	V9	RNA	ERR7223571
RNA_267	175-6-core2	deep_sea	18S rRNA	V9	RNA	ERR7223573
RNA_268	175-6-core2	deep_sea	18S rRNA	V9	RNA	ERR7223575;ERR7223894
RNA_269	175-8-core1	deep_sea	18S rRNA	V9	RNA	ERR7223577;ERR7223895
RNA_270	175-8-core1	deep_sea	18S rRNA	V9	RNA	ERR7223579;ERR7223896
RNA_271	175-8-core1	deep_sea	18S rRNA	V9	RNA	ERR7223581
RNA_272	175-8-core2	deep_sea	18S rRNA	V9	RNA	ERR7223583;ERR7223897
RNA_273	175-8-core2	deep_sea	18S rRNA	V9	RNA	ERR7223585;ERR7223898
RNA_274	175-8-core2	deep_sea	18S rRNA	V9	RNA	ERR7223587
RNA_275	BIO12-71KG	deep_sea	18S rRNA	V9	RNA	ERR7223589
RNA_276	BIO12-86KG	deep_sea	18S rRNA	V9	RNA	ERR7223591
RNA_277	BIO12-102KG	deep_sea	18S rRNA	V9	RNA	ERR7223593
RNA_278	BIO12-17KG	deep_sea	18S rRNA	V9	RNA	ERR7223595
RNA_279	BIO12-24KG	deep_sea	18S rRNA	V9	RNA	ERR7223597
RNA_280	BIO12-41KG	deep_sea	18S rRNA	V9	RNA	ERR7223599
RNA_281	BIO12-50KG	deep_sea	18S rRNA	V9	RNA	ERR7223601
RNA_282	BIO12-56KG	deep_sea	18S rRNA	V9	RNA	ERR7223603
RNA_283	KM16-43-1	deep_sea	18S rRNA	V9	RNA	ERR7223605
RNA_284	KM16-43-1	deep_sea	18S rRNA	V9	RNA	ERR7223607
RNA_285	KM16-54-5	deep_sea	18S rRNA	V9	RNA	ERR7223609
RNA_286	KM16-54-5	deep_sea	18S rRNA	V9	RNA	ERR7223611
RNA_287	KM16-81-4	deep_sea	18S rRNA	V9	RNA	ERR7223613;ERR7223901
RNA_288	KM16-81-4	deep_sea	18S rRNA	V9	RNA	ERR7223615
RNA_289	KM16-54-12	deep_sea	18S rRNA	V9	RNA	ERR7223617
RNA_290	KM16-56-1	deep_sea	18S rRNA	V9	RNA	ERR7223619
RNA_291	KM16-56-1	deep_sea	18S rRNA	V9	RNA	ERR7223621
RNA_292	KM16-56-2	deep_sea	18S rRNA	V9	RNA	ERR7223623
RNA_293	KM16-56-2	deep_sea	18S rRNA	V9	RNA	ERR7223625
RNA_294	KM16-43-9	deep_sea	18S rRNA	V9	RNA	ERR7223627
RNA_295	KM16-43-9	deep_sea	18S rRNA	V9	RNA	ERR7223629
RNA_296	KM16-54-12	deep_sea	18S rRNA	V9	RNA	ERR7223631;ERR7223904
RNA_297	KM16-84-11	deep_sea	18S rRNA	V9	RNA	ERR7223633
RNA_298	KM16-84-11	deep_sea	18S rRNA	V9	RNA	ERR7223635
RNA_299	KM16-84-12	deep_sea	18S rRNA	V9	RNA	ERR7223637;ERR7223905
RNA_300	KM16-84-12	deep_sea	18S rRNA	V9	RNA	ERR7223639;ERR7223906
RNA_301	KM16-85-8	deep_sea	18S rRNA	V9	RNA	ERR7223641
RNA_302	KM16-85-8	deep_sea	18S rRNA	V9	RNA	ERR7223907
RNA_303	KM16-85-6	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_304	KM16-85-6	deep_sea	18S rRNA	V9	RNA	ERR7223647;ERR7223908
RNA_305	KM16-86-7	deep_sea	18S rRNA	V9	RNA	ERR7223649
RNA_306	KM16-86-7	deep_sea	18S rRNA	V9	RNA	ERR7223909
RNA_307	KM16-86-8	deep_sea	18S rRNA	V9	RNA	ERR7223653
RNA_308	KM16-86-8	deep_sea	18S rRNA	V9	RNA	ERR7223655
RNA_309	KM16-87-8	deep_sea	18S rRNA	V9	RNA	ERR7223657;ERR7223910
RNA_310	KM16-87-8	deep_sea	18S rRNA	V9	RNA	ERR7223659;ERR7223911
RNA_311	KM16-89-6	deep_sea	18S rRNA	V9	RNA	ERR7223912
RNA_312	KM16-89-6	deep_sea	18S rRNA	V9	RNA	ERR7223913
RNA_313	KM16-89-8	deep_sea	18S rRNA	V9	RNA	ERR7223665;ERR7223914
RNA_314	KM16-89-8	deep_sea	18S rRNA	V9	RNA	ERR7223667
RNA_315	KM16-90-11	deep_sea	18S rRNA	V9	RNA	ERR7223669
RNA_316	KM16-90-11	deep_sea	18S rRNA	V9	RNA	ERR7223671
RNA_317	KM16-90-7	deep_sea	18S rRNA	V9	RNA	ERR7223673;ERR7223915
RNA_318	KM16-90-7	deep_sea	18S rRNA	V9	RNA	ERR7223675;ERR7223916
RNA_319	KM16-94-2	deep_sea	18S rRNA	V9	RNA	ERR7223677
RNA_320	KM16-94-2	deep_sea	18S rRNA	V9	RNA	ERR7223679
RNA_321	KM16-94-3	deep_sea	18S rRNA	V9	RNA	ERR7223681;ERR7223917
RNA_322	KM16-94-3	deep_sea	18S rRNA	V9	RNA	ERR7223683
RNA_323	Geob18533-1-1	deep_sea	18S rRNA	V9	RNA	ERR7223685
RNA_324	Geob18533-1-1	deep_sea	18S rRNA	V9	RNA	ERR7223687
RNA_330	86-26-core1	deep_sea	18S rRNA	V9	RNA	ERR7223689
RNA_331	86-26-core2	deep_sea	18S rRNA	V9	RNA	ERR7223691;ERR7223918
RNA_332	86-29-core1	deep_sea	18S rRNA	V9	RNA	ERR7223693;ERR7223919
RNA_333	86-29-core2	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_336	Geob18534-2-2	deep_sea	18S rRNA	V9	RNA	no_pcr_products
