sampleID	bioSampleID	dataset	target_gene	marker	molecule	accessions
RNA_337	Geob18549-2-1	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_338	Geob18549-2-1	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_339	Geob18549-2-2	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_340	Geob18549-2-2	deep_sea	18S rRNA	V9	RNA	no_pcr_products
RNA_341	Geob18551-1-1	deep_sea	18S rRNA	V9	RNA	ERR7223695
RNA_344	Geob18551-1-2	deep_sea	18S rRNA	V9	RNA	ERR7223697
RNA_349	M79_1/1/519	deep_sea	18S rRNA	V9	RNA	ERR7223699
RNA_351	M79_1/2/550	deep_sea	18S rRNA	V9	RNA	ERR7223701
RNA_354	M79_1/4/599	deep_sea	18S rRNA	V9	RNA	ERR7223703
RNA_355	M79_1/4/600	deep_sea	18S rRNA	V9	RNA	ERR7223705
RNA_363	M79_1/4/603	deep_sea	18S rRNA	V9	RNA	ERR7223707
ERR562530	SAMEA2591060	tara	18S rRNA	V9	DNA	ERR562530
ERR562674	SAMEA2591063	tara	18S rRNA	V9	DNA	ERR562674
ERR562726	SAMEA2591077	tara	18S rRNA	V9	DNA	ERR562726
ERR562575	SAMEA2591082	tara	18S rRNA	V9	DNA	ERR562575
ERR562431	SAMEA2591093	tara	18S rRNA	V9	DNA	ERR562431
ERR562705	SAMEA2591094	tara	18S rRNA	V9	DNA	ERR562705
ERR562436	SAMEA2591103	tara	18S rRNA	V9	DNA	ERR562436
ERR562582	SAMEA2591104	tara	18S rRNA	V9	DNA	ERR562582
ERR562471	SAMEA2591115	tara	18S rRNA	V9	DNA	ERR562471
ERR562585	SAMEA2591115	tara	18S rRNA	V9	DNA	ERR562585
ERR562656	SAMEA2591116	tara	18S rRNA	V9	DNA	ERR562656
ERR562413	SAMEA2619396	tara	18S rRNA	V9	DNA	ERR562413
ERR562394	SAMEA2619398	tara	18S rRNA	V9	DNA	ERR562394
ERR562552	SAMEA2619419	tara	18S rRNA	V9	DNA	ERR562552
ERR562367	SAMEA2619421	tara	18S rRNA	V9	DNA	ERR562367
ERR1756006	SAMEA2619443	tara	18S rRNA	V9	DNA	ERR1756006
ERR1756044	SAMEA2619443	tara	18S rRNA	V9	DNA	ERR1756044
ERR1879825	SAMEA2619445	tara	18S rRNA	V9	DNA	ERR1879825
ERR1879870	SAMEA2619445	tara	18S rRNA	V9	DNA	ERR1879870
ERR1755978	SAMEA2619456	tara	18S rRNA	V9	DNA	ERR1755978
ERR1756330	SAMEA2619456	tara	18S rRNA	V9	DNA	ERR1756330
ERR1879937	SAMEA2619458	tara	18S rRNA	V9	DNA	ERR1879937
ERR1756131	SAMEA2619467	tara	18S rRNA	V9	DNA	ERR1756131
ERR1755900	SAMEA2619469	tara	18S rRNA	V9	DNA	ERR1755900
ERR1879853	SAMEA2619484	tara	18S rRNA	V9	DNA	ERR1879853
ERR1755911	SAMEA2619486	tara	18S rRNA	V9	DNA	ERR1755911
ERR1755998	SAMEA2619486	tara	18S rRNA	V9	DNA	ERR1755998
ERR1756095	SAMEA2619505	tara	18S rRNA	V9	DNA	ERR1756095
ERR1756138	SAMEA2619505	tara	18S rRNA	V9	DNA	ERR1756138
ERR1756114	SAMEA2619522	tara	18S rRNA	V9	DNA	ERR1756114
ERR1756121	SAMEA2619522	tara	18S rRNA	V9	DNA	ERR1756121
ERR1879722	SAMEA2619524	tara	18S rRNA	V9	DNA	ERR1879722
ERR1879822	SAMEA2619524	tara	18S rRNA	V9	DNA	ERR1879822
ERR562566	SAMEA2619534	tara	18S rRNA	V9	DNA	ERR562566
ERR562504	SAMEA2619540	tara	18S rRNA	V9	DNA	ERR562504
ERR562475	SAMEA2619551	tara	18S rRNA	V9	DNA	ERR562475
ERR562455	SAMEA2619557	tara	18S rRNA	V9	DNA	ERR562455
ERR562464	SAMEA2619557	tara	18S rRNA	V9	DNA	ERR562464
ERR562658	SAMEA2619557	tara	18S rRNA	V9	DNA	ERR562658
ERR562698	SAMEA2619557	tara	18S rRNA	V9	DNA	ERR562698
ERR562709	SAMEA2619557	tara	18S rRNA	V9	DNA	ERR562709
ERR1755910	SAMEA2619570	tara	18S rRNA	V9	DNA	ERR1755910
ERR1755937	SAMEA2619570	tara	18S rRNA	V9	DNA	ERR1755937
ERR1756222	SAMEA2619607	tara	18S rRNA	V9	DNA	ERR1756222
ERR1879831	SAMEA2619609	tara	18S rRNA	V9	DNA	ERR1879831
ERR1879851	SAMEA2619609	tara	18S rRNA	V9	DNA	ERR1879851
ERR562590	SAMEA2619621	tara	18S rRNA	V9	DNA	ERR562590
ERR562594	SAMEA2619623	tara	18S rRNA	V9	DNA	ERR562594
ERR562614	SAMEA2619654	tara	18S rRNA	V9	DNA	ERR562614
ERR562467	SAMEA2619657	tara	18S rRNA	V9	DNA	ERR562467
ERR562662	SAMEA2619664	tara	18S rRNA	V9	DNA	ERR562662
ERR562514	SAMEA2619665	tara	18S rRNA	V9	DNA	ERR562514
ERR562643	SAMEA2619675	tara	18S rRNA	V9	DNA	ERR562643
ERR562427	SAMEA2619676	tara	18S rRNA	V9	DNA	ERR562427
ERR562543	SAMEA2619684	tara	18S rRNA	V9	DNA	ERR562543
ERR562570	SAMEA2619685	tara	18S rRNA	V9	DNA	ERR562570
ERR1756219	SAMEA2619700	tara	18S rRNA	V9	DNA	ERR1756219
ERR1756243	SAMEA2619700	tara	18S rRNA	V9	DNA	ERR1756243
ERR1755994	SAMEA2619701	tara	18S rRNA	V9	DNA	ERR1755994
ERR562498	SAMEA2619723	tara	18S rRNA	V9	DNA	ERR562498
ERR562592	SAMEA2619725	tara	18S rRNA	V9	DNA	ERR562592
ERR1755940	SAMEA2619733	tara	18S rRNA	V9	DNA	ERR1755940
ERR1756101	SAMEA2619733	tara	18S rRNA	V9	DNA	ERR1756101
ERR1879700	SAMEA2619734	tara	18S rRNA	V9	DNA	ERR1879700
ERR1879893	SAMEA2619734	tara	18S rRNA	V9	DNA	ERR1879893
ERR562364	SAMEA2619745	tara	18S rRNA	V9	DNA	ERR562364
ERR562439	SAMEA2619746	tara	18S rRNA	V9	DNA	ERR562439
ERR562405	SAMEA2619754	tara	18S rRNA	V9	DNA	ERR562405
ERR562548	SAMEA2619755	tara	18S rRNA	V9	DNA	ERR562548
ERR562418	SAMEA2619762	tara	18S rRNA	V9	DNA	ERR562418
ERR562619	SAMEA2619777	tara	18S rRNA	V9	DNA	ERR562619
ERR562410	SAMEA2619778	tara	18S rRNA	V9	DNA	ERR562410
ERR562373	SAMEA2619788	tara	18S rRNA	V9	DNA	ERR562373
ERR562679	SAMEA2619789	tara	18S rRNA	V9	DNA	ERR562679
ERR562371	SAMEA2619798	tara	18S rRNA	V9	DNA	ERR562371
ERR562466	SAMEA2619811	tara	18S rRNA	V9	DNA	ERR562466
ERR562451	SAMEA2619832	tara	18S rRNA	V9	DNA	ERR562451
ERR562516	SAMEA2619832	tara	18S rRNA	V9	DNA	ERR562516
ERR562443	SAMEA2619833	tara	18S rRNA	V9	DNA	ERR562443
ERR562678	SAMEA2619850	tara	18S rRNA	V9	DNA	ERR562678
ERR562694	SAMEA2619851	tara	18S rRNA	V9	DNA	ERR562694
ERR562728	SAMEA2619869	tara	18S rRNA	V9	DNA	ERR562728
ERR562661	SAMEA2619898	tara	18S rRNA	V9	DNA	ERR562661
ERR562555	SAMEA2619916	tara	18S rRNA	V9	DNA	ERR562555
ERR562470	SAMEA2619917	tara	18S rRNA	V9	DNA	ERR562470
ERR562561	SAMEA2619917	tara	18S rRNA	V9	DNA	ERR562561
ERR562602	SAMEA2619917	tara	18S rRNA	V9	DNA	ERR562602
ERR562687	SAMEA2619918	tara	18S rRNA	V9	DNA	ERR562687
ERR562665	SAMEA2619943	tara	18S rRNA	V9	DNA	ERR562665
ERR562713	SAMEA2619944	tara	18S rRNA	V9	DNA	ERR562713
ERR562729	SAMEA2619958	tara	18S rRNA	V9	DNA	ERR562729
ERR562569	SAMEA2619959	tara	18S rRNA	V9	DNA	ERR562569
ERR562391	SAMEA2620010	tara	18S rRNA	V9	DNA	ERR562391
ERR562396	SAMEA2620011	tara	18S rRNA	V9	DNA	ERR562396
ERR562640	SAMEA2620023	tara	18S rRNA	V9	DNA	ERR562640
ERR562704	SAMEA2620024	tara	18S rRNA	V9	DNA	ERR562704
ERR1756062	SAMEA2620071	tara	18S rRNA	V9	DNA	ERR1756062
ERR1756165	SAMEA2620071	tara	18S rRNA	V9	DNA	ERR1756165
ERR562422	SAMEA2620072	tara	18S rRNA	V9	DNA	ERR562422
ERR562456	SAMEA2620072	tara	18S rRNA	V9	DNA	ERR562456
ERR562536	SAMEA2620072	tara	18S rRNA	V9	DNA	ERR562536
ERR562606	SAMEA2620072	tara	18S rRNA	V9	DNA	ERR562606
ERR562666	SAMEA2620072	tara	18S rRNA	V9	DNA	ERR562666
ERR1755932	SAMEA2620089	tara	18S rRNA	V9	DNA	ERR1755932
ERR1756345	SAMEA2620089	tara	18S rRNA	V9	DNA	ERR1756345
ERR562477	SAMEA2620090	tara	18S rRNA	V9	DNA	ERR562477
ERR562646	SAMEA2620204	tara	18S rRNA	V9	DNA	ERR562646
ERR562393	SAMEA2620205	tara	18S rRNA	V9	DNA	ERR562393
ERR562706	SAMEA2620221	tara	18S rRNA	V9	DNA	ERR562706
ERR562623	SAMEA2620222	tara	18S rRNA	V9	DNA	ERR562623
ERR562549	SAMEA2620249	tara	18S rRNA	V9	DNA	ERR562549
ERR562587	SAMEA2620251	tara	18S rRNA	V9	DNA	ERR562587
ERR562406	SAMEA2620267	tara	18S rRNA	V9	DNA	ERR562406
ERR562507	SAMEA2620268	tara	18S rRNA	V9	DNA	ERR562507
ERR1755919	SAMEA2620292	tara	18S rRNA	V9	DNA	ERR1755919
ERR1756191	SAMEA2620293	tara	18S rRNA	V9	DNA	ERR1756191
ERR562724	SAMEA2620314	tara	18S rRNA	V9	DNA	ERR562724
ERR562659	SAMEA2620354	tara	18S rRNA	V9	DNA	ERR562659
ERR562363	SAMEA2620355	tara	18S rRNA	V9	DNA	ERR562363
ERR1756003	SAMEA2620378	tara	18S rRNA	V9	DNA	ERR1756003
ERR1879736	SAMEA2620379	tara	18S rRNA	V9	DNA	ERR1879736
ERR1879796	SAMEA2620396	tara	18S rRNA	V9	DNA	ERR1879796
ERR562398	SAMEA2620418	tara	18S rRNA	V9	DNA	ERR562398
ERR1879794	SAMEA2620431	tara	18S rRNA	V9	DNA	ERR1879794
ERR1756186	SAMEA2620457	tara	18S rRNA	V9	DNA	ERR1756186
ERR1879908	SAMEA2620459	tara	18S rRNA	V9	DNA	ERR1879908
ERR1756017	SAMEA2620504	tara	18S rRNA	V9	DNA	ERR1756017
ERR1756140	SAMEA2620527	tara	18S rRNA	V9	DNA	ERR1756140
ERR1756264	SAMEA2620529	tara	18S rRNA	V9	DNA	ERR1756264
ERR1759708	SAMEA2620530	tara	18S rRNA	V9	DNA	ERR1759708
ERR562434	SAMEA2620556	tara	18S rRNA	V9	DNA	ERR562434
ERR562399	SAMEA2620581	tara	18S rRNA	V9	DNA	ERR562399
ERR562540	SAMEA2620583	tara	18S rRNA	V9	DNA	ERR562540
ERR1756084	SAMEA2620610	tara	18S rRNA	V9	DNA	ERR1756084
ERR1756025	SAMEA2620638	tara	18S rRNA	V9	DNA	ERR1756025
ERR1756301	SAMEA2620638	tara	18S rRNA	V9	DNA	ERR1756301
ERR1756293	SAMEA2620640	tara	18S rRNA	V9	DNA	ERR1756293
ERR1756317	SAMEA2620640	tara	18S rRNA	V9	DNA	ERR1756317
ERR1756073	SAMEA2620686	tara	18S rRNA	V9	DNA	ERR1756073
ERR1756075	SAMEA2620686	tara	18S rRNA	V9	DNA	ERR1756075
ERR1879784	SAMEA2620688	tara	18S rRNA	V9	DNA	ERR1879784
ERR1755991	SAMEA2620711	tara	18S rRNA	V9	DNA	ERR1755991
ERR1755968	SAMEA2620745	tara	18S rRNA	V9	DNA	ERR1755968
ERR1879868	SAMEA2620747	tara	18S rRNA	V9	DNA	ERR1879868
ERR1755954	SAMEA2620775	tara	18S rRNA	V9	DNA	ERR1755954
ERR1756057	SAMEA2620775	tara	18S rRNA	V9	DNA	ERR1756057
ERR1879667	SAMEA2620777	tara	18S rRNA	V9	DNA	ERR1879667
ERR1879756	SAMEA2620777	tara	18S rRNA	V9	DNA	ERR1879756
ERR1879761	SAMEA2620777	tara	18S rRNA	V9	DNA	ERR1879761
ERR562551	SAMEA2620802	tara	18S rRNA	V9	DNA	ERR562551
ERR562415	SAMEA2620845	tara	18S rRNA	V9	DNA	ERR562415
ERR562372	SAMEA2620847	tara	18S rRNA	V9	DNA	ERR562372
ERR562627	SAMEA2620847	tara	18S rRNA	V9	DNA	ERR562627
ERR562636	SAMEA2620847	tara	18S rRNA	V9	DNA	ERR562636
ERR562673	SAMEA2620847	tara	18S rRNA	V9	DNA	ERR562673
ERR562697	SAMEA2620847	tara	18S rRNA	V9	DNA	ERR562697
ERR562667	SAMEA2620870	tara	18S rRNA	V9	DNA	ERR562667
ERR562537	SAMEA2620871	tara	18S rRNA	V9	DNA	ERR562537
ERR562457	SAMEA2620939	tara	18S rRNA	V9	DNA	ERR562457
ERR562534	SAMEA2620941	tara	18S rRNA	V9	DNA	ERR562534
ERR562641	SAMEA2620985	tara	18S rRNA	V9	DNA	ERR562641
ERR562378	SAMEA2620988	tara	18S rRNA	V9	DNA	ERR562378
ERR562607	SAMEA2621027	tara	18S rRNA	V9	DNA	ERR562607
ERR562532	SAMEA2621029	tara	18S rRNA	V9	DNA	ERR562532
ERR1755930	SAMEA2621048	tara	18S rRNA	V9	DNA	ERR1755930
ERR1756085	SAMEA2621048	tara	18S rRNA	V9	DNA	ERR1756085
ERR562683	SAMEA2621052	tara	18S rRNA	V9	DNA	ERR562683
ERR562445	SAMEA2621055	tara	18S rRNA	V9	DNA	ERR562445
ERR562564	SAMEA2621080	tara	18S rRNA	V9	DNA	ERR562564
ERR562611	SAMEA2621082	tara	18S rRNA	V9	DNA	ERR562611
ERR1879715	SAMEA2621124	tara	18S rRNA	V9	DNA	ERR1879715
ERR1879837	SAMEA2621124	tara	18S rRNA	V9	DNA	ERR1879837
ERR1879909	SAMEA2621124	tara	18S rRNA	V9	DNA	ERR1879909
ERR1756127	SAMEA2621126	tara	18S rRNA	V9	DNA	ERR1756127
ERR1756135	SAMEA2621126	tara	18S rRNA	V9	DNA	ERR1756135
ERR562429	SAMEA2621145	tara	18S rRNA	V9	DNA	ERR562429
ERR562647	SAMEA2621147	tara	18S rRNA	V9	DNA	ERR562647
ERR562671	SAMEA2621167	tara	18S rRNA	V9	DNA	ERR562671
ERR562401	SAMEA2621169	tara	18S rRNA	V9	DNA	ERR562401
ERR562512	SAMEA2621208	tara	18S rRNA	V9	DNA	ERR562512
ERR562386	SAMEA2621209	tara	18S rRNA	V9	DNA	ERR562386
ERR562716	SAMEA2621263	tara	18S rRNA	V9	DNA	ERR562716
ERR562588	SAMEA2621265	tara	18S rRNA	V9	DNA	ERR562588
ERR1755917	SAMEA2621315	tara	18S rRNA	V9	DNA	ERR1755917
ERR1879895	SAMEA2621316	tara	18S rRNA	V9	DNA	ERR1879895
ERR1756007	SAMEA2621362	tara	18S rRNA	V9	DNA	ERR1756007
ERR1756162	SAMEA2621362	tara	18S rRNA	V9	DNA	ERR1756162
ERR1755992	SAMEA2621364	tara	18S rRNA	V9	DNA	ERR1755992
ERR1756187	SAMEA2621364	tara	18S rRNA	V9	DNA	ERR1756187
ERR1756083	SAMEA2621388	tara	18S rRNA	V9	DNA	ERR1756083
ERR1756303	SAMEA2621388	tara	18S rRNA	V9	DNA	ERR1756303
ERR562538	SAMEA2621410	tara	18S rRNA	V9	DNA	ERR562538
ERR562385	SAMEA2621412	tara	18S rRNA	V9	DNA	ERR562385
ERR562432	SAMEA2621436	tara	18S rRNA	V9	DNA	ERR562432
ERR562634	SAMEA2621438	tara	18S rRNA	V9	DNA	ERR562634
ERR562381	SAMEA2621440	tara	18S rRNA	V9	DNA	ERR562381
ERR562546	SAMEA2621442	tara	18S rRNA	V9	DNA	ERR562546
ERR1879824	SAMEA2621468	tara	18S rRNA	V9	DNA	ERR1879824
ERR1879945	SAMEA2621468	tara	18S rRNA	V9	DNA	ERR1879945
ERR1756258	SAMEA2621470	tara	18S rRNA	V9	DNA	ERR1756258
ERR1759712	SAMEA2621472	tara	18S rRNA	V9	DNA	ERR1759712
ERR1879835	SAMEA2621474	tara	18S rRNA	V9	DNA	ERR1879835
ERR562426	SAMEA2621496	tara	18S rRNA	V9	DNA	ERR562426
ERR562657	SAMEA2621498	tara	18S rRNA	V9	DNA	ERR562657
ERR562404	SAMEA2621520	tara	18S rRNA	V9	DNA	ERR562404
ERR562542	SAMEA2621522	tara	18S rRNA	V9	DNA	ERR562542
ERR562557	SAMEA2621524	tara	18S rRNA	V9	DNA	ERR562557
ERR1879775	SAMEA2621581	tara	18S rRNA	V9	DNA	ERR1879775
ERR1879942	SAMEA2621581	tara	18S rRNA	V9	DNA	ERR1879942
ERR1755921	SAMEA2621583	tara	18S rRNA	V9	DNA	ERR1755921
ERR1756118	SAMEA2621583	tara	18S rRNA	V9	DNA	ERR1756118
ERR1879744	SAMEA2621607	tara	18S rRNA	V9	DNA	ERR1879744
ERR1879770	SAMEA2621607	tara	18S rRNA	V9	DNA	ERR1879770
ERR1756054	SAMEA2621609	tara	18S rRNA	V9	DNA	ERR1756054
ERR1879732	SAMEA2621611	tara	18S rRNA	V9	DNA	ERR1879732
ERR1879743	SAMEA2621611	tara	18S rRNA	V9	DNA	ERR1879743
ERR1879684	SAMEA2621637	tara	18S rRNA	V9	DNA	ERR1879684
ERR1879731	SAMEA2621637	tara	18S rRNA	V9	DNA	ERR1879731
ERR1755946	SAMEA2621639	tara	18S rRNA	V9	DNA	ERR1755946
ERR1759704	SAMEA2621641	tara	18S rRNA	V9	DNA	ERR1759704
ERR1759709	SAMEA2621641	tara	18S rRNA	V9	DNA	ERR1759709
ERR1755877	SAMEA2621643	tara	18S rRNA	V9	DNA	ERR1755877
ERR1879891	SAMEA2621665	tara	18S rRNA	V9	DNA	ERR1879891
ERR1756032	SAMEA2621667	tara	18S rRNA	V9	DNA	ERR1756032
ERR1879687	SAMEA2621669	tara	18S rRNA	V9	DNA	ERR1879687
ERR1879845	SAMEA2621694	tara	18S rRNA	V9	DNA	ERR1879845
ERR1879916	SAMEA2621694	tara	18S rRNA	V9	DNA	ERR1879916
ERR1755913	SAMEA2621696	tara	18S rRNA	V9	DNA	ERR1755913
ERR1756192	SAMEA2621696	tara	18S rRNA	V9	DNA	ERR1756192
ERR1879791	SAMEA2621698	tara	18S rRNA	V9	DNA	ERR1879791
ERR1756111	SAMEA2621724	tara	18S rRNA	V9	DNA	ERR1756111
ERR1756203	SAMEA2621724	tara	18S rRNA	V9	DNA	ERR1756203
ERR1755928	SAMEA2621726	tara	18S rRNA	V9	DNA	ERR1755928
ERR1755975	SAMEA2621726	tara	18S rRNA	V9	DNA	ERR1755975
ERR1755883	SAMEA2621748	tara	18S rRNA	V9	DNA	ERR1755883
ERR1755988	SAMEA2621748	tara	18S rRNA	V9	DNA	ERR1755988
ERR1879730	SAMEA2621768	tara	18S rRNA	V9	DNA	ERR1879730
ERR1879813	SAMEA2621768	tara	18S rRNA	V9	DNA	ERR1879813
ERR1755935	SAMEA2621772	tara	18S rRNA	V9	DNA	ERR1755935
ERR1756300	SAMEA2621772	tara	18S rRNA	V9	DNA	ERR1756300
ERR1879710	SAMEA2621789	tara	18S rRNA	V9	DNA	ERR1879710
ERR1879928	SAMEA2621789	tara	18S rRNA	V9	DNA	ERR1879928
ERR1756035	SAMEA2621791	tara	18S rRNA	V9	DNA	ERR1756035
ERR1756296	SAMEA2621791	tara	18S rRNA	V9	DNA	ERR1756296
ERR1759711	SAMEA2621793	tara	18S rRNA	V9	DNA	ERR1759711
ERR1759718	SAMEA2621793	tara	18S rRNA	V9	DNA	ERR1759718
ERR1755881	SAMEA2621795	tara	18S rRNA	V9	DNA	ERR1755881
ERR1755895	SAMEA2621844	tara	18S rRNA	V9	DNA	ERR1755895
ERR1756297	SAMEA2621844	tara	18S rRNA	V9	DNA	ERR1756297
ERR1755944	SAMEA2621854	tara	18S rRNA	V9	DNA	ERR1755944
ERR1756130	SAMEA2621854	tara	18S rRNA	V9	DNA	ERR1756130
ERR1755952	SAMEA2621855	tara	18S rRNA	V9	DNA	ERR1755952
ERR1756251	SAMEA2621855	tara	18S rRNA	V9	DNA	ERR1756251
ERR1755908	SAMEA2621872	tara	18S rRNA	V9	DNA	ERR1755908
ERR1879726	SAMEA2621920	tara	18S rRNA	V9	DNA	ERR1879726
ERR1879929	SAMEA2621920	tara	18S rRNA	V9	DNA	ERR1879929
ERR1755912	SAMEA2621922	tara	18S rRNA	V9	DNA	ERR1755912
ERR1879711	SAMEA2621924	tara	18S rRNA	V9	DNA	ERR1879711
ERR1879924	SAMEA2621924	tara	18S rRNA	V9	DNA	ERR1879924
ERR562500	SAMEA2622010	tara	18S rRNA	V9	DNA	ERR562500
ERR562600	SAMEA2622012	tara	18S rRNA	V9	DNA	ERR562600
ERR1879917	SAMEA2622084	tara	18S rRNA	V9	DNA	ERR1879917
ERR1755965	SAMEA2622086	tara	18S rRNA	V9	DNA	ERR1755965
ERR1756107	SAMEA2622086	tara	18S rRNA	V9	DNA	ERR1756107
ERR562460	SAMEA2622104	tara	18S rRNA	V9	DNA	ERR562460
ERR562638	SAMEA2622106	tara	18S rRNA	V9	DNA	ERR562638
ERR562380	SAMEA2622128	tara	18S rRNA	V9	DNA	ERR562380
ERR562535	SAMEA2622130	tara	18S rRNA	V9	DNA	ERR562535
ERR562723	SAMEA2622132	tara	18S rRNA	V9	DNA	ERR562723
ERR562574	SAMEA2622182	tara	18S rRNA	V9	DNA	ERR562574
ERR562517	SAMEA2622184	tara	18S rRNA	V9	DNA	ERR562517
ERR562483	SAMEA2622228	tara	18S rRNA	V9	DNA	ERR562483
ERR562553	SAMEA2622230	tara	18S rRNA	V9	DNA	ERR562553
ERR562556	SAMEA2622232	tara	18S rRNA	V9	DNA	ERR562556
ERR1879752	SAMEA2622256	tara	18S rRNA	V9	DNA	ERR1879752
ERR1756115	SAMEA2622258	tara	18S rRNA	V9	DNA	ERR1756115
ERR1879810	SAMEA2622276	tara	18S rRNA	V9	DNA	ERR1879810
ERR1756050	SAMEA2622278	tara	18S rRNA	V9	DNA	ERR1756050
ERR1756241	SAMEA2622280	tara	18S rRNA	V9	DNA	ERR1756241
ERR562495	SAMEA2622324	tara	18S rRNA	V9	DNA	ERR562495
ERR562616	SAMEA2622325	tara	18S rRNA	V9	DNA	ERR562616
ERR562576	SAMEA2622343	tara	18S rRNA	V9	DNA	ERR562576
ERR562721	SAMEA2622345	tara	18S rRNA	V9	DNA	ERR562721
ERR562390	SAMEA2622347	tara	18S rRNA	V9	DNA	ERR562390
ERR1879735	SAMEA2622389	tara	18S rRNA	V9	DNA	ERR1879735
ERR1756182	SAMEA2622391	tara	18S rRNA	V9	DNA	ERR1756182
ERR1756277	SAMEA2622393	tara	18S rRNA	V9	DNA	ERR1756277
ERR1879793	SAMEA2622415	tara	18S rRNA	V9	DNA	ERR1879793
ERR1756286	SAMEA2622417	tara	18S rRNA	V9	DNA	ERR1756286
ERR1756341	SAMEA2622419	tara	18S rRNA	V9	DNA	ERR1756341
ERR562461	SAMEA2622461	tara	18S rRNA	V9	DNA	ERR562461
ERR562452	SAMEA2622463	tara	18S rRNA	V9	DNA	ERR562452
ERR562630	SAMEA2622465	tara	18S rRNA	V9	DNA	ERR562630
ERR1755875	SAMEA2622536	tara	18S rRNA	V9	DNA	ERR1755875
ERR1756254	SAMEA2622536	tara	18S rRNA	V9	DNA	ERR1756254
ERR1755914	SAMEA2622538	tara	18S rRNA	V9	DNA	ERR1755914
ERR1756209	SAMEA2622538	tara	18S rRNA	V9	DNA	ERR1756209
ERR1879776	SAMEA2622603	tara	18S rRNA	V9	DNA	ERR1879776
ERR1755957	SAMEA2622605	tara	18S rRNA	V9	DNA	ERR1755957
ERR1879689	SAMEA2622614	tara	18S rRNA	V9	DNA	ERR1879689
ERR1879896	SAMEA2622614	tara	18S rRNA	V9	DNA	ERR1879896
ERR1879874	SAMEA2622619	tara	18S rRNA	V9	DNA	ERR1879874
ERR1879704	SAMEA2622624	tara	18S rRNA	V9	DNA	ERR1879704
ERR1879729	SAMEA2622628	tara	18S rRNA	V9	DNA	ERR1879729
ERR1879764	SAMEA2622632	tara	18S rRNA	V9	DNA	ERR1879764
ERR1879823	SAMEA2622637	tara	18S rRNA	V9	DNA	ERR1879823
ERR1879898	SAMEA2622637	tara	18S rRNA	V9	DNA	ERR1879898
ERR1879714	SAMEA2622641	tara	18S rRNA	V9	DNA	ERR1879714
ERR1879771	SAMEA2622641	tara	18S rRNA	V9	DNA	ERR1879771
ERR1879856	SAMEA2622646	tara	18S rRNA	V9	DNA	ERR1879856
ERR1879878	SAMEA2622646	tara	18S rRNA	V9	DNA	ERR1879878
ERR562568	SAMEA2622660	tara	18S rRNA	V9	DNA	ERR562568
ERR562700	SAMEA2622661	tara	18S rRNA	V9	DNA	ERR562700
ERR562664	SAMEA2622717	tara	18S rRNA	V9	DNA	ERR562664
ERR562444	SAMEA2622719	tara	18S rRNA	V9	DNA	ERR562444
ERR562441	SAMEA2622766	tara	18S rRNA	V9	DNA	ERR562441
ERR562518	SAMEA2622769	tara	18S rRNA	V9	DNA	ERR562518
ERR562702	SAMEA2622770	tara	18S rRNA	V9	DNA	ERR562702
ERR562521	SAMEA2622772	tara	18S rRNA	V9	DNA	ERR562521
ERR562625	SAMEA2622774	tara	18S rRNA	V9	DNA	ERR562625
ERR562437	SAMEA2622824	tara	18S rRNA	V9	DNA	ERR562437
ERR562670	SAMEA2622826	tara	18S rRNA	V9	DNA	ERR562670
ERR1879718	SAMEA2622856	tara	18S rRNA	V9	DNA	ERR1879718
ERR1879818	SAMEA2622856	tara	18S rRNA	V9	DNA	ERR1879818
ERR1755874	SAMEA2622858	tara	18S rRNA	V9	DNA	ERR1755874
ERR1879781	SAMEA2622873	tara	18S rRNA	V9	DNA	ERR1879781
ERR1879834	SAMEA2622873	tara	18S rRNA	V9	DNA	ERR1879834
ERR1755943	SAMEA2622875	tara	18S rRNA	V9	DNA	ERR1755943
ERR1756237	SAMEA2622875	tara	18S rRNA	V9	DNA	ERR1756237
ERR1879674	SAMEA2622912	tara	18S rRNA	V9	DNA	ERR1879674
ERR1756221	SAMEA2622914	tara	18S rRNA	V9	DNA	ERR1756221
ERR1879787	SAMEA2622934	tara	18S rRNA	V9	DNA	ERR1879787
ERR1756154	SAMEA2622936	tara	18S rRNA	V9	DNA	ERR1756154
ERR1756253	SAMEA2622936	tara	18S rRNA	V9	DNA	ERR1756253
ERR1879688	SAMEA2622955	tara	18S rRNA	V9	DNA	ERR1879688
ERR1879691	SAMEA2622955	tara	18S rRNA	V9	DNA	ERR1879691
ERR1756161	SAMEA2622957	tara	18S rRNA	V9	DNA	ERR1756161
ERR1756250	SAMEA2622957	tara	18S rRNA	V9	DNA	ERR1756250
ERR1755924	SAMEA2622959	tara	18S rRNA	V9	DNA	ERR1755924
ERR1756233	SAMEA2622959	tara	18S rRNA	V9	DNA	ERR1756233
ERR1879841	SAMEA2622995	tara	18S rRNA	V9	DNA	ERR1879841
ERR1879915	SAMEA2622995	tara	18S rRNA	V9	DNA	ERR1879915
ERR1756071	SAMEA2622997	tara	18S rRNA	V9	DNA	ERR1756071
ERR1756171	SAMEA2622997	tara	18S rRNA	V9	DNA	ERR1756171
ERR1879751	SAMEA2623016	tara	18S rRNA	V9	DNA	ERR1879751
